provenance,lane,path,status,shape,label_offset,reason
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_bid_pack,uiowa_rfq_18649_bid_pack/sample_output/documents/02-executive-summary.md,DISCLOSED,OTHER,5,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_bid_pack,uiowa_rfq_18649_bid_pack/sample_output/documents/03-firm-qualifications.md,DISCLOSED,OTHER,5,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_bid_pack,uiowa_rfq_18649_bid_pack/sample_output/documents/04-scope-of-work-and-methodology.md,DISCLOSED,CONFIGURATION,5,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_bid_pack,uiowa_rfq_18649_bid_pack/sample_output/documents/05-staffing-and-key-personnel.md,DISCLOSED,OTHER,5,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_bid_pack,uiowa_rfq_18649_bid_pack/sample_output/documents/06-price-proposal.md,DISCLOSED,OTHER,5,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_bid_pack,uiowa_rfq_18649_bid_pack/sample_output/documents/07-exceptions-and-assumptions.md,DISCLOSED,OTHER,5,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_build_board,uiowa_rfq_18649_build_board/13-ai-context.md,LABEL_BURIED,PROSE_RESULT,12526,"prose that states assessment results about the engagement's subjects; disclosure appears at byte 12526, past the first 1500 bytes a reader sees"
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_build_board,uiowa_rfq_18649_build_board/45-testing-portfolio-example.csv,DISCLOSED,RECORDS,109,carries 0 record identifier(s) and 7 populated row(s) with assessment vocabulary; disclosure at byte 109
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_build_board,uiowa_rfq_18649_build_board/45-testing-portfolio.md,DISCLOSED,CONFIGURATION,68,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capability_appendix,uiowa_rfq_18649_capability_appendix/README.md,DISCLOSED,DOCUMENTATION,6166,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capability_appendix,uiowa_rfq_18649_capability_appendix/capabilities.json,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capability_appendix,uiowa_rfq_18649_capability_appendix/observed_runs.json,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capability_appendix,uiowa_rfq_18649_capability_appendix/fixtures/rejection_demo_observations.json,DISCLOSED,OTHER,13,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capability_appendix,uiowa_rfq_18649_capability_appendix/fixtures/rejection_demo_register.json,DISCLOSED,OTHER,22,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capability_appendix,uiowa_rfq_18649_capability_appendix/out/capability_appendix.json,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capability_appendix,uiowa_rfq_18649_capability_appendix/out/capability_appendix.md,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capability_appendix,uiowa_rfq_18649_capability_appendix/out/capability_claims.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 0 record identifier(s) and 6 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capability_appendix,uiowa_rfq_18649_capability_appendix/out/capability_evidence_index.md,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capability_appendix,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_appendix.json,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capability_appendix,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_appendix.md,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capability_appendix,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_claims.csv,NOT_EVIDENCE,DATA,,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capability_appendix,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_evidence_index.md,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capacity_benchmark,uiowa_rfq_18649_capacity_benchmark/README.md,DISCLOSED,DOCUMENTATION,672,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capacity_benchmark,uiowa_rfq_18649_capacity_benchmark/results/BENCHMARK_REPORT.md,DISCLOSED,CONFIGURATION,395,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capacity_benchmark,uiowa_rfq_18649_capacity_benchmark/results/benchmark_results.csv,NOT_EVIDENCE,DATA,,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capacity_benchmark,uiowa_rfq_18649_capacity_benchmark/results/benchmark_results.json,UNLABELED_CONFIG_SHAPED,CONFIGURATION,,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capacity_benchmark,uiowa_rfq_18649_capacity_benchmark/results/environment.json,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capacity_feasibility,uiowa_rfq_18649_capacity_feasibility/README.md,DISCLOSED,DOCUMENTATION,1444,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capacity_feasibility,uiowa_rfq_18649_capacity_feasibility/data/capacity-assumptions.json,DISCLOSED,OTHER,53,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capacity_feasibility,uiowa_rfq_18649_capacity_feasibility/data/roadmap-items.json,DISCLOSED,PROSE_RESULT,47,prose that states assessment results about the engagement's subjects; disclosure at byte 47
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capacity_feasibility,uiowa_rfq_18649_capacity_feasibility/examples/capacity-by-role-phase.csv,NOT_EVIDENCE,DATA,,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capacity_feasibility,uiowa_rfq_18649_capacity_feasibility/examples/feasibility-report.md,DISCLOSED,OTHER,40,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capacity_feasibility,uiowa_rfq_18649_capacity_feasibility/examples/roadmap-ascii.txt,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capacity_feasibility,uiowa_rfq_18649_capacity_feasibility/examples/roadmap-planning-table.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 0 record identifier(s) and 27 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capacity_scan,uiowa_rfq_18649_capacity_scan/README.md,NOT_EVIDENCE,DOCUMENTATION,,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capacity_scan,uiowa_rfq_18649_capacity_scan/results/KIT_SCAN_REPORT.md,DISCLOSED,OTHER,4893,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_capacity_scan,uiowa_rfq_18649_capacity_scan/results/kit_scan_results.json,DISCLOSED,CONFIGURATION,1808,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_closeout,uiowa_rfq_18649_closeout/README.md,DISCLOSED,DOCUMENTATION,551,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_closeout,uiowa_rfq_18649_closeout/SOURCE_NOTES.md,DISCLOSED,OTHER,2652,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_closeout,uiowa_rfq_18649_closeout/closeout_confirmation_template.md,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_closeout,uiowa_rfq_18649_closeout/disposition_log_template.csv,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_closeout,uiowa_rfq_18649_closeout/evidence_inventory_template.csv,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_closeout,uiowa_rfq_18649_closeout/requirements_register.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 0 record identifier(s) and 8 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_closeout,uiowa_rfq_18649_closeout/sample/closeout_report.json,UNLABELED_CONFIG_SHAPED,CONFIGURATION,,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_closeout,uiowa_rfq_18649_closeout/sample/closeout_report.md,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_closeout,uiowa_rfq_18649_closeout/sample/disposition_log.csv,DISCLOSED,DATA,147,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_closeout,uiowa_rfq_18649_closeout/sample/engagement.json,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_closeout,uiowa_rfq_18649_closeout/sample/evidence_inventory.csv,DISCLOSED,RECORDS,257,carries 0 record identifier(s) and 6 populated row(s) with assessment vocabulary; disclosure at byte 257
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_contractor_transition,uiowa_rfq_18649_contractor_transition/README.md,DISCLOSED,DOCUMENTATION,112,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_contractor_transition,uiowa_rfq_18649_contractor_transition/fixtures/contractor_transition.json,DISCLOSED,OTHER,28,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_contractor_transition,uiowa_rfq_18649_contractor_transition/fixtures/contractor_transition_unsafe.json,DISCLOSED,OTHER,28,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_contractor_transition,uiowa_rfq_18649_contractor_transition/sample_output/transition_items.csv,DISCLOSED,RECORDS,139,carries 0 record identifier(s) and 6 populated row(s) with assessment vocabulary; disclosure at byte 139
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_contractor_transition,uiowa_rfq_18649_contractor_transition/sample_output/transition_report.json,DISCLOSED,PROSE_RESULT,162,prose that states assessment results about the engagement's subjects; disclosure at byte 162
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_contractor_transition,uiowa_rfq_18649_contractor_transition/sample_output/transition_report.md,DISCLOSED,PROSE_RESULT,76,prose that states assessment results about the engagement's subjects; disclosure at byte 76
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_deadline_continuity,uiowa_rfq_18649_deadline_continuity/README.md,DISCLOSED,DOCUMENTATION,111,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_deadline_continuity,uiowa_rfq_18649_deadline_continuity/fixtures/ris_deadline_scenario.json,DISCLOSED,RECORDS,30,carries 2 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 30
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_deadline_continuity,uiowa_rfq_18649_deadline_continuity/sample_output/continuity_analysis.json,DISCLOSED,PROSE_RESULT,251,prose that states assessment results about the engagement's subjects; disclosure at byte 251
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_deadline_continuity,uiowa_rfq_18649_deadline_continuity/sample_output/continuity_options.csv,NOT_EVIDENCE,DATA,,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_deadline_continuity,uiowa_rfq_18649_deadline_continuity/sample_output/continuity_report.md,DISCLOSED,PROSE_RESULT,63,prose that states assessment results about the engagement's subjects; disclosure at byte 63
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_deadline_continuity,uiowa_rfq_18649_deadline_continuity/sample_output/evidence_requests.csv,NOT_EVIDENCE,DATA,,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_delivery_metrics,uiowa_rfq_18649_delivery_metrics/64-data-dictionary.md,DISCLOSED,CONFIGURATION,67,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_delivery_metrics,uiowa_rfq_18649_delivery_metrics/64-interpretation-notes.md,DISCLOSED,CONFIGURATION,48,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_delivery_metrics,uiowa_rfq_18649_delivery_metrics/fixtures/synthetic_deployments.csv,DISCLOSED,DATA,110,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_delivery_scan,uiowa_rfq_18649_delivery_scan/README.md,DISCLOSED,DOCUMENTATION,84,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_delivery_scan,uiowa_rfq_18649_delivery_scan/out/scope_screen.csv,NOT_EVIDENCE,DATA,,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_delivery_scan,uiowa_rfq_18649_delivery_scan/out/scope_screen.json,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_delivery_scan,uiowa_rfq_18649_delivery_scan/out/scope_screen.md,DISCLOSED,OTHER,93,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_doc_usability,uiowa_rfq_18649_doc_usability/METHOD.md,DISCLOSED,OTHER,241,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_doc_usability,uiowa_rfq_18649_doc_usability/README.md,DISCLOSED,DOCUMENTATION,41,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_doc_usability,uiowa_rfq_18649_doc_usability/WORKED_EXAMPLE.md,DISCLOSED,PROSE_RESULT,9,prose that states assessment results about the engagement's subjects; disclosure at byte 9
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_doc_usability,uiowa_rfq_18649_doc_usability/examples/synthetic_inventory.csv,DISCLOSED,RECORDS,332,carries 0 record identifier(s) and 3 populated row(s) with assessment vocabulary; disclosure at byte 332
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_doc_usability,uiowa_rfq_18649_doc_usability/templates/documentation_inventory.csv,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_doc_usability,uiowa_rfq_18649_doc_usability/templates/task_usability.csv,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_document_extraction,uiowa_rfq_18649_document_extraction/README.md,DISCLOSED,DOCUMENTATION,1559,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_document_extraction,uiowa_rfq_18649_document_extraction/fixtures/manifest.json,DISCLOSED,OTHER,124,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_document_extraction,uiowa_rfq_18649_document_extraction/fixtures/sample.txt,DISCLOSED,OTHER,134,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/README.md,DISCLOSED,DOCUMENTATION,1623,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/fixtures/crosswalk.json,DISCLOSED,RECORDS,87,carries 3 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 87
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/fixtures/economics.contract.json,DISCLOSED,RECORDS,108,carries 8 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 108
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/fixtures/economics.nonconformant.json,DISCLOSED,OTHER,98,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/fixtures/resource_estimates.contract.json,DISCLOSED,RECORDS,95,carries 14 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 95
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/fixtures/resource_estimates.nonconformant.json,DISCLOSED,RECORDS,106,carries 6 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 106
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/sample_output/bridge.json,DISCLOSED,RECORDS,55,carries 40 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 55
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/sample_output/bridge_report.md,DISCLOSED,RECORDS,52,carries 40 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 52
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/sample_output/integrated.json,UNDISCLOSED_PROVENANCE,RECORDS,,carries 50 record identifier(s) and 0 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/sample_output/integration_report.md,DISCLOSED,RECORDS,181,carries 20 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 181
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/sample_output/portfolio_rollup.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 0 record identifier(s) and 15 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/sample_output/resourcing_table.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 14 record identifier(s) and 11 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_exec_summary,uiowa_rfq_18649_exec_summary/README.md,DISCLOSED,DOCUMENTATION,6786,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_exec_summary,uiowa_rfq_18649_exec_summary/data/draft_statements.json,DISCLOSED,RECORDS,24,carries 12 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 24
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_exec_summary,uiowa_rfq_18649_exec_summary/data/findings.json,DISCLOSED,RECORDS,86,carries 7 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 86
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_exec_summary,uiowa_rfq_18649_exec_summary/out/compile_report.md,DISCLOSED,RECORDS,68,carries 17 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 68
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_exec_summary,uiowa_rfq_18649_exec_summary/out/compile_result.json,LABEL_BURIED,RECORDS,6668,"carries 29 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure appears at byte 6668, past the first 1500 bytes a reader sees"
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_exec_summary,uiowa_rfq_18649_exec_summary/out/executive_summary.md,DISCLOSED,RECORDS,66,carries 12 record identifier(s) and 0 populated row(s) with assessment vocabulary; disclosure at byte 66
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_exec_summary,uiowa_rfq_18649_exec_summary/out/traceability_matrix.csv,UNDISCLOSED_PROVENANCE,RECORDS,,carries 10 record identifier(s) and 10 populated row(s) with assessment vocabulary; the file states nowhere whether its contents are synthetic or real
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_export_safety,uiowa_rfq_18649_export_safety/README.md,DISCLOSED,DOCUMENTATION,2150,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_export_safety,uiowa_rfq_18649_export_safety/examples/export_safety_report.md,DISCLOSED,OTHER,9324,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_export_safety,uiowa_rfq_18649_export_safety/examples/findings.csv,DISCLOSED,RECORDS,1457,carries 0 record identifier(s) and 25 populated row(s) with assessment vocabulary; disclosure at byte 1457
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_export_safety,uiowa_rfq_18649_export_safety/examples/findings.json,DISCLOSED,CONFIGURATION,9581,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_export_safety,uiowa_rfq_18649_export_safety/fixtures/comment_header.csv,DISCLOSED,DATA,2,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_export_safety,uiowa_rfq_18649_export_safety/fixtures/dates.csv,NOT_EVIDENCE,DATA,,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_export_safety,uiowa_rfq_18649_export_safety/fixtures/injection.csv,DISCLOSED,DATA,103,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_export_safety,uiowa_rfq_18649_export_safety/fixtures/neutralized.csv,NOT_EVIDENCE,DATA,,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_export_safety,uiowa_rfq_18649_export_safety/fixtures/unicode.csv,NOT_EVIDENCE,DATA,,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_filesystem_safety,uiowa_rfq_18649_filesystem_safety/README.md,DISCLOSED,DOCUMENTATION,6758,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_filesystem_safety,uiowa_rfq_18649_filesystem_safety/examples/fixture_scan/FILESYSTEM_SAFETY_SCREEN.md,UNLABELED_CONFIG_SHAPED,CONFIGURATION,,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_filesystem_safety,uiowa_rfq_18649_filesystem_safety/examples/fixture_scan/findings.csv,NOT_EVIDENCE,DATA,,carries identifiers or rows but no assessment vocabulary
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_filesystem_safety,uiowa_rfq_18649_filesystem_safety/examples/fixture_scan/screen.json,NOT_EVIDENCE,OTHER,,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_filesystem_safety,uiowa_rfq_18649_filesystem_safety/examples/live_snapshot/FILESYSTEM_SAFETY_SCREEN.md,DISCLOSED,OTHER,58959,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_filesystem_safety,uiowa_rfq_18649_filesystem_safety/examples/live_snapshot/findings.csv,LABEL_BURIED,RECORDS,51270,"carries 1 record identifier(s) and 243 populated row(s) with assessment vocabulary; disclosure appears at byte 51270, past the first 1500 bytes a reader sees"
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_filesystem_safety,uiowa_rfq_18649_filesystem_safety/examples/live_snapshot/screen.json,DISCLOSED,OTHER,81917,neither record-shaped nor obviously configuration
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_filesystem_safety,uiowa_rfq_18649_filesystem_safety/fixtures/README.md,DISCLOSED,DOCUMENTATION,20,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_handoff,uiowa_rfq_18649_handoff/README.md,DISCLOSED,DOCUMENTATION,696,documentation explains the kit; it presents no records
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_handoff,uiowa_rfq_18649_handoff/handoff_packet_template.md,DISCLOSED,PROSE_RESULT,448,prose that states assessment results about the engagement's subjects; disclosure at byte 448
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_handoff,uiowa_rfq_18649_handoff/schema.json,DISCLOSED,CONFIGURATION,951,reads as schema/vocabulary/weights rather than records; a fiction label is not expected here
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_handoff,uiowa_rfq_18649_handoff/examples/planned_release.json,DISCLOSED,PROSE_RESULT,137,prose that states assessment results about the engagement's subjects; disclosure at byte 137
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_handoff,uiowa_rfq_18649_handoff/examples/urgent_maintenance.json,DISCLOSED,PROSE_RESULT,140,prose that states assessment results about the engagement's subjects; disclosure at byte 140
REAL - generated by label_scan.py from committed source; not synthetic,uiowa_rfq_18649_incident_learning,uiowa_rfq_18649_incident_learning/README.md,DISCLOSED,DOCUMENTATION,261,documentation explains the kit; it presents no records
