# VOCABULARY RECONCILIATION over synthetic RFQ-18649 fixtures. Terms are reported as observed; mappings are declared, never guessed. Nothing here is a University of Iowa finding, and no lane is scored, ranked or certified.
slot,term,lane,file,column,rows,compound
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/matrix.csv,group,4,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/recommendations.csv,group,2,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/matrix.csv,group,4,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/recommendations.csv,group,2,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/matrix.csv,group,4,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/recommendations.csv,group,2,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/matrix.csv,group,4,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/recommendations.csv,group,2,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/matrix.csv,group,4,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/recommendations.csv,group,2,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/matrix.csv,group,4,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/recommendations.csv,group,2,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/matrix.csv,group,4,False
group,ESS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/recommendations.csv,group,2,False
group,ESS,uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/examples/baseline-ranked.csv,group,4,False
group,ESS,uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/examples/cards.csv,group,4,False
group,ESS,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_evidence_register.csv,group,6,False
group,ESS,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_finding_matrix.csv,group,4,False
group,ESS,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_recommendation_register.csv,group,2,False
group,ESS,uiowa_rfq_18649_synthetic_collection,uiowa_rfq_18649_synthetic_collection/coverage_matrix.csv,service,4,False
group,ESS,uiowa_rfq_18649_test_data_readiness,uiowa_rfq_18649_test_data_readiness/catalog_template.csv,service,1,False
group,ESS,uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/bundle/evidence.csv,service,3,False
group,ESS,uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/bundle/findings.csv,service,1,False
group,ESS,uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/bundle_drifted/evidence.csv,service,3,False
group,ESS,uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/bundle_drifted/findings.csv,service,1,False
group,ESS,uiowa_rfq_18649_traceability_rehearsal,uiowa_rfq_18649_traceability_rehearsal/evidence.csv,service,3,False
group,ESS,uiowa_rfq_18649_traceability_rehearsal,uiowa_rfq_18649_traceability_rehearsal/findings.csv,service,1,False
group,ESS,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/methodology/23-synthetic-evidence-register.csv,group,3,False
group,ESS-FICTIONAL,uiowa_rfq_18649_security_event_review,uiowa_rfq_18649_security_event_review/examples/security-event-evidence-matrix.csv,service,2,False
group,ESS-SYN,uiowa_rfq_18649_workbench,uiowa_rfq_18649_workbench/41-synthetic-change-trace.csv,group,13,False
group,IAM,uiowa_rfq_18649_ai_opportunity_portfolio,uiowa_rfq_18649_ai_opportunity_portfolio/sample_output/portfolio_ranking.csv,group,2,False
group,IAM,uiowa_rfq_18649_ai_use_inventory,uiowa_rfq_18649_ai_use_inventory/sample_output/ai_use_gaps.csv,group,5,False
group,IAM,uiowa_rfq_18649_ai_use_inventory,uiowa_rfq_18649_ai_use_inventory/sample_output/ai_use_inventory.csv,group,3,False
group,IAM,uiowa_rfq_18649_build_board,uiowa_rfq_18649_build_board/45-testing-portfolio-example.csv,service,1,False
group,IAM,uiowa_rfq_18649_contractor_transition,uiowa_rfq_18649_contractor_transition/sample_output/transition_items.csv,service,1,False
group,IAM,uiowa_rfq_18649_doc_usability,uiowa_rfq_18649_doc_usability/examples/synthetic_inventory.csv,group,1,False
group,IAM,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/sample_output/resourcing_table.csv,group,4,False
group,IAM,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/assessment_matrix.csv,group,4,False
group,IAM,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/evidence_register.csv,group,6,False
group,IAM,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/source_register.csv,group,5,False
group,IAM,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/fixtures/artifacts/draft/evidence-index-v0.9.csv,group,1,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/matrix.csv,group,4,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/recommendations.csv,group,2,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/matrix.csv,group,4,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/recommendations.csv,group,2,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/matrix.csv,group,4,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/recommendations.csv,group,2,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/matrix.csv,group,4,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/recommendations.csv,group,2,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/matrix.csv,group,4,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/recommendations.csv,group,2,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/matrix.csv,group,4,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/recommendations.csv,group,2,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/matrix.csv,group,4,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/recommendations.csv,group,2,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/matrix.csv,group,4,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/recommendations.csv,group,2,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/matrix.csv,group,4,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/recommendations.csv,group,2,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/matrix.csv,group,4,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/recommendations.csv,group,2,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/matrix.csv,group,4,False
group,IAM,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/recommendations.csv,group,2,False
group,IAM,uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/examples/baseline-ranked.csv,group,4,False
group,IAM,uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/examples/cards.csv,group,3,False
group,IAM,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_evidence_register.csv,group,5,False
group,IAM,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_finding_matrix.csv,group,4,False
group,IAM,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_recommendation_register.csv,group,2,False
group,IAM,uiowa_rfq_18649_synthetic_collection,uiowa_rfq_18649_synthetic_collection/coverage_matrix.csv,service,4,False
group,IAM,uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/bundle/evidence.csv,service,2,False
group,IAM,uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/bundle/findings.csv,service,1,False
group,IAM,uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/bundle_drifted/evidence.csv,service,2,False
group,IAM,uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/bundle_drifted/findings.csv,service,1,False
group,IAM,uiowa_rfq_18649_traceability_rehearsal,uiowa_rfq_18649_traceability_rehearsal/evidence.csv,service,2,False
group,IAM,uiowa_rfq_18649_traceability_rehearsal,uiowa_rfq_18649_traceability_rehearsal/findings.csv,service,1,False
group,IAM,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/methodology/23-synthetic-evidence-register.csv,group,2,False
group,IAM-FICTIONAL,uiowa_rfq_18649_security_event_review,uiowa_rfq_18649_security_event_review/examples/security-event-evidence-matrix.csv,service,2,False
group,RIS,uiowa_rfq_18649_ai_opportunity_portfolio,uiowa_rfq_18649_ai_opportunity_portfolio/sample_output/portfolio_ranking.csv,group,2,False
group,RIS,uiowa_rfq_18649_ai_use_inventory,uiowa_rfq_18649_ai_use_inventory/sample_output/ai_use_gaps.csv,group,4,False
group,RIS,uiowa_rfq_18649_ai_use_inventory,uiowa_rfq_18649_ai_use_inventory/sample_output/ai_use_inventory.csv,group,3,False
group,RIS,uiowa_rfq_18649_build_board,uiowa_rfq_18649_build_board/45-testing-portfolio-example.csv,service,2,False
group,RIS,uiowa_rfq_18649_doc_usability,uiowa_rfq_18649_doc_usability/examples/synthetic_inventory.csv,group,1,False
group,RIS,uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/sample_output/resourcing_table.csv,group,3,False
group,RIS,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/assessment_matrix.csv,group,4,False
group,RIS,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/evidence_register.csv,group,6,False
group,RIS,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/artifacts/source_register.csv,group,3,False
group,RIS,uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/fixtures/artifacts/draft/evidence-index-v0.9.csv,group,1,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/matrix.csv,group,3,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/consistent/recommendations.csv,group,1,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/matrix.csv,group,3,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/count_mismatch/recommendations.csv,group,1,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/matrix.csv,group,3,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/dangling_id/recommendations.csv,group,1,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/matrix.csv,group,3,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/duplicate_id/recommendations.csv,group,1,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/matrix.csv,group,3,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_fabricated/recommendations.csv,group,1,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/matrix.csv,group,3,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/estimate_mismatch/recommendations.csv,group,1,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/matrix.csv,group,3,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_fabricated/recommendations.csv,group,1,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/matrix.csv,group,3,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/phase_mismatch/recommendations.csv,group,1,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/matrix.csv,group,3,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/state_mismatch/recommendations.csv,group,1,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/matrix.csv,group,3,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unassessed_result_claimed/recommendations.csv,group,1,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/matrix.csv,group,3,False
group,RIS,uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/fixtures/mismatched/unknown_count_set/recommendations.csv,group,1,False
group,RIS,uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/examples/baseline-ranked.csv,group,3,False
group,RIS,uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/examples/cards.csv,group,3,False
group,RIS,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_evidence_register.csv,group,5,False
group,RIS,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_finding_matrix.csv,group,3,False
group,RIS,uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/fixtures/synthetic_recommendation_register.csv,group,1,False
group,RIS,uiowa_rfq_18649_synthetic_collection,uiowa_rfq_18649_synthetic_collection/coverage_matrix.csv,service,4,False
group,RIS,uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/bundle/evidence.csv,service,3,False
group,RIS,uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/bundle/findings.csv,service,1,False
group,RIS,uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/bundle_drifted/evidence.csv,service,3,False
group,RIS,uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/bundle_drifted/findings.csv,service,1,False
group,RIS,uiowa_rfq_18649_traceability_rehearsal,uiowa_rfq_18649_traceability_rehearsal/evidence.csv,service,3,False
group,RIS,uiowa_rfq_18649_traceability_rehearsal,uiowa_rfq_18649_traceability_rehearsal/findings.csv,service,1,False
group,RIS,uiowa_rfq_18649_workshare,uiowa_rfq_18649_workshare/methodology/23-synthetic-evidence-register.csv,group,2,False
group,RIS-FICTIONAL,uiowa_rfq_18649_security_event_review,uiowa_rfq_18649_security_event_review/examples/security-event-evidence-matrix.csv,service,1,False
group,Shared,uiowa_rfq_18649_build_board,uiowa_rfq_18649_build_board/45-testing-portfolio-example.csv,service,1,False
group,iam-directory,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/iam/iam-change-review-export-2026-08.csv,service,2,False
group,iam-group-service,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/iam/iam-change-review-export-2026-08.csv,service,1,False
group,iam-sso,uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/sources/iam/iam-change-review-export-2026-08.csv,service,1,False
group,synthetic-registration,uiowa_rfq_18649_delivery_metrics,uiowa_rfq_18649_delivery_metrics/fixtures/synthetic_deployments.csv,service,8,False
