record_id,sample_id,coa_id,jurisdiction,license_id,matrix,collection_at,custody_events,rule_pack_version,rule_pack_expires_at,requested_panel,method_version,loq,reporting_limit,accreditation_scope,final_coa_signer,result_sha256,synthetic
SC-053,SC-SAMPLE-053,SC-COA-053,MI,MI-LICENSE-05,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,8454bc48c7cfe03633d59a54247d73fd3101b023d45a37a8b54665154d2cc8a0,true
SC-054,SC-SAMPLE-054,SC-COA-054,MD,MD-LICENSE-06,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,ab631b2edcbc2e1cfed2d9d7898b3bc5630c90097700d0e4e29bbe3ac2d91703,true
SC-055,SC-SAMPLE-055,SC-COA-055,OR,OR-LICENSE-07,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,56af9ee1d27b2d5a96b2cb37b26bc0d9a10ce0eca9233f98dac4bcb3ab0253b7,true
SC-056,SC-SAMPLE-056,SC-COA-056,CA,CA-LICENSE-08,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,642979179dd0f5ab28f02482c0e2c5fbe9d4b48da093efac1f41c7aac89d78c5,true
SC-057,SC-SAMPLE-057,SC-COA-057,CO,CO-LICENSE-09,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,f050e3f8ea6e20178c706360a05ec897ac30c13fd455d89fa2d03fd39ba45bd4,true
SC-058,SC-SAMPLE-058,SC-COA-058,MI,MI-LICENSE-10,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,ea2ba3ec74f4a51ae8dbb0ac97636f43026421b8e30910874a8dcebf2d94480c,true
SC-059,SC-SAMPLE-059,SC-COA-059,MD,MD-LICENSE-11,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,dbf01ace2f0277961039b990e3086191c9228b39344271a94034ebdfafbe7eb5,true
SC-060,SC-SAMPLE-060,SC-COA-060,OR,OR-LICENSE-12,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,fd037d2ba0596e16209562e61490e9e756db10c3dea14926334ebe82ddd374e4,true
SC-061,SC-SAMPLE-061,SC-COA-061,CA,CA-LICENSE-13,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,db8c9e2d28506f315f37817169b80c00d2c38f18824d372e86721cc7ce8e6d87,true
SC-062,SC-SAMPLE-062,SC-COA-062,CO,CO-LICENSE-14,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,f7c97f4bce9913739c9de30214b1af2e0a744fa34bf0e46b36b0da7ecb11b741,true
SC-063,SC-SAMPLE-063,SC-COA-063,MI,MI-LICENSE-15,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,eda263207e90018ef7a5ef8e5c614b4a12cd8f1252ceebfd3fef1834ba537712,true
SC-064,SC-SAMPLE-064,SC-COA-064,MD,MD-LICENSE-16,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,10ba12ac6b2490d2f4e29d8c448b6b6d0305a2771632d2861fc208915b63e567,true
SC-065,SC-SAMPLE-065,SC-COA-065,OR,OR-LICENSE-17,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,a181660dab7fafa4c82c43f2ad37f5ccf4d53cde6505ec41942b3755e8afb16b,true
SC-066,SC-SAMPLE-066,SC-COA-066,CA,CA-LICENSE-18,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,dd767c5aa36a0031eb2ed28bf440092670a274b1b43efc42baf81ec3df8c58ab,true
SC-067,SC-SAMPLE-067,SC-COA-067,CO,CO-LICENSE-19,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,5d8fc34b7287966619e88d053933239245987b594f4705af38242960aa17c5d5,true
SC-068,SC-SAMPLE-068,SC-COA-068,MI,MI-LICENSE-20,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,597053a39bc8e948eed93c0cf5d6faa93c3b1fbb08512e49b0645867508fd1fe,true
SC-069,SC-SAMPLE-069,SC-COA-069,MD,MD-LICENSE-21,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,5085b61590d58b3b7eb5d458122d9ed9d5587e24fc1425b0dcad128ebce9d87c,true
SC-070,SC-SAMPLE-070,SC-COA-070,OR,OR-LICENSE-22,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,c30743b257cce2fb4f9441edf21d5fe699b81231e556c7a8c94e896fdd1436aa,true
SC-071,SC-SAMPLE-071,SC-COA-071,CA,CA-LICENSE-23,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,5966356aa9b756287f4c403c326a5f82c80bf38880df0b4f86331914954dcb6d,true
SC-072,SC-SAMPLE-072,SC-COA-072,CO,CO-LICENSE-24,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,2714298de3de3faee8ecf82bdae4ddd694af17c45dae80afc88a5b2b1930c7e9,true
SC-073,SC-SAMPLE-073,SC-COA-073,MI,MI-LICENSE-01,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,f86ea3f25da364f1b844cb9ec4b45f138daac0bb1ae7ac0f4bfea967b01353d9,true
SC-074,SC-SAMPLE-074,SC-COA-074,MD,MD-LICENSE-02,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,7528ff9eff673fa1e3ac978a9613c2131bef98ce5eb4234dd59408ba70c0d956,true
SC-075,SC-SAMPLE-075,SC-COA-075,OR,OR-LICENSE-03,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,34ff2a095af5226994f58ad2ad443be929b5fe3247977f07fb561b332e955517,true
SC-076,SC-SAMPLE-076,SC-COA-076,CA,CA-LICENSE-04,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,4ec2fe6d7298833c827eb558d059fdd92c879601c116bb7894fea717c8a9ce0a,true
SC-077,SC-SAMPLE-077,SC-COA-077,CO,CO-LICENSE-05,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,373212653ee497a6147f4da4b51470302e3775bb25d070147e8833acc0cf7e74,true
SC-078,SC-SAMPLE-078,SC-COA-078,MI,MI-LICENSE-06,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,b634d823a15ca7f613d53a9846e01214155af3f8d5f34448172b91154828401f,true
SC-079,SC-SAMPLE-079,SC-COA-079,MD,MD-LICENSE-07,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,cd0858c2728a8071c0410ec7c5e9d93f6adaa838c6a0362ce39d801945e1c444,true
SC-080,SC-SAMPLE-080,SC-COA-080,OR,OR-LICENSE-08,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,462e68878c0d56481b9b4edf8ee7f01d20093deb33626cd840f330b363bcafba,true
SC-081,SC-SAMPLE-081,SC-COA-081,CA,CA-LICENSE-09,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,c1e93419bf8c3daf3c2a419ba996b14773536c0c915159b1d224d71df3f1f2e5,true
SC-082,SC-SAMPLE-082,SC-COA-082,CO,CO-LICENSE-10,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,16a94ff35620cd38a8ef7b0d23196a4ea3199443548d1b14b75d7ca7a10a3042,true
SC-083,SC-SAMPLE-083,SC-COA-083,MI,MI-LICENSE-11,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,5060b51770f5167c763e495da2a8b80304dadef0333332a313173f74f6dfde1b,true
SC-084,SC-SAMPLE-084,SC-COA-084,MD,MD-LICENSE-12,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,7d322546695c02c30bade4ebe24ccf3819814cb483723a0aed93c7a84fb4540c,true
SC-085,SC-SAMPLE-085,SC-COA-085,OR,OR-LICENSE-13,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,43fb90c7ef9b52e27264196246d1898406d2b0ccbb3e3d000500815b1ebddbc3,true
SC-086,SC-SAMPLE-086,SC-COA-086,CA,CA-LICENSE-14,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,4d142f637b85a7160bff64fd4a1652e885c388860710c8033ab58dfcdf0b9da2,true
SC-087,SC-SAMPLE-087,SC-COA-087,CO,CO-LICENSE-15,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,e19c9b870674a1780b0e4a1c0df304d54533146dc36df341055406d540202ddc,true
SC-088,SC-SAMPLE-088,SC-COA-088,MI,MI-LICENSE-16,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,ce2319cd00d4a2e084fcc3558e42d69eccdb4a29aad5e2479c0fff971ce24763,true
SC-089,SC-SAMPLE-089,SC-COA-089,MD,MD-LICENSE-17,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,f6970c9a0114d6e34a05718b5b1d9893af9cd40d1070510c966cec954006be67,true
SC-090,SC-SAMPLE-090,SC-COA-090,OR,OR-LICENSE-18,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,e295fbb8cddb937a7b6c3b78e1fb32e9cfa62ad331eb28f0705ea3d63fda15d2,true
SC-091,SC-SAMPLE-091,SC-COA-091,CA,CA-LICENSE-19,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,c6604e2130b7fa60aa51eb7edca824472aa890e9badb76e75c0340a28d3319d5,true
SC-092,SC-SAMPLE-092,SC-COA-092,CO,CO-LICENSE-20,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,3168accd9c180a0a8e03f221f6a007230700ad61468bb32cb98c38c2077c8bcf,true
SC-093,SC-SAMPLE-093,SC-COA-093,MI,MI-LICENSE-21,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,f23415637795eb91da02da6b391d68fe2177acdfa033aa479681e925fd2dd1a6,true
SC-094,SC-SAMPLE-094,SC-COA-094,MD,MD-LICENSE-22,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,7b3785ef6e7a619bb60f89c86341702ff4feaf4e2cf15a06b459519189123ae8,true
SC-095,SC-SAMPLE-095,SC-COA-095,OR,OR-LICENSE-23,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,94de9b5ac340846996c432e44046d504caae7a6e4927083bdeafe0581c297afe,true
SC-096,SC-SAMPLE-096,SC-COA-096,CA,CA-LICENSE-24,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,f3379e7defb0e203ff615505712d0328080432f3db4e645e660705ebaed81f55,true
SC-097,SC-SAMPLE-097,SC-COA-097,CO,CO-LICENSE-01,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,e584bf6b0c03d1020e799a8c680c7efab13fc3905601d9fb5821205e79989ce1,true
SC-098,SC-SAMPLE-098,SC-COA-098,MI,MI-LICENSE-02,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,f446f708f3c6d599b0af70e12c911f22cd25e3547a27a565522c99967e7b83a7,true
SC-099,SC-SAMPLE-099,SC-COA-099,MD,MD-LICENSE-03,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,eb184534277651b7454d886950efa31e8f8ae0a0a478d4fa4d8f0f31f81faa2c,true
SC-100,SC-SAMPLE-100,SC-COA-100,OR,OR-LICENSE-04,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,OR-2026.1,2027-09-01T00:00:00Z,OR-CANNABINOID-SAFETY,SC-OR-001/2026.1,0.12,0.24,ISO17025-OR-CANNABINOID-SAFETY,reviewer-or,00eb5ea3b33a593a234ddd6df0674c508bf25c700a09caeda1befc970c234482,true
SC-101,SC-SAMPLE-101,SC-COA-101,CA,CA-LICENSE-05,FLOWER,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CA-2026.1,2027-09-01T00:00:00Z,CA-CANNABINOID-SAFETY,SC-CA-001/2026.1,0.10,0.20,ISO17025-CA-CANNABINOID-SAFETY,reviewer-ca,29a5ff6824597f882d1ad70a910b420080dd20dc6c34d295286f0989e11cba6d,true
SC-102,SC-SAMPLE-102,SC-COA-102,CO,CO-LICENSE-06,CONCENTRATE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,CO-2026.1,2027-09-01T00:00:00Z,CO-CANNABINOID-SAFETY,SC-CO-001/2026.1,0.05,0.10,ISO17025-CO-CANNABINOID-SAFETY,reviewer-co,f0495e0af6e8c95d3d38b536e6edd0865b7f88793e15baecd280199c1680f3a5,true
SC-103,SC-SAMPLE-103,SC-COA-103,MI,MI-LICENSE-07,EDIBLE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MI-2026.1,2027-09-01T00:00:00Z,MI-CANNABINOID-SAFETY,SC-MI-001/2026.1,0.20,0.40,ISO17025-MI-CANNABINOID-SAFETY,reviewer-mi,32d1b67696c474a8d7ce872ac6e8de84b7c1ff6c54fd5d8777f48b400a22989f,true
SC-104,SC-SAMPLE-104,SC-COA-104,MD,MD-LICENSE-08,VAPE,2026-08-20T12:00:00Z,COLLECTED@2026-08-20T12:00:00Z|TRANSFERRED@2026-08-20T14:00:00Z|RECEIVED@2026-08-20T16:00:00Z,MD-2026.1,2027-09-01T00:00:00Z,MD-CANNABINOID-SAFETY,SC-MD-001/2026.1,0.08,0.16,ISO17025-MD-CANNABINOID-SAFETY,reviewer-md,1017a7ed44fada0b85e32779c4be1a6433ee6f67c4476ec802c53fe6eea16734,true
