sample_id,coa_id,coa_revision,jurisdiction,license_id,matrix,collection_events,rule_pack_version,rule_pack_expires_at,requested_analyte_panel,method_version,loq,reporting_limit,accreditation_scope,signer_name,signer_scope
SC-CO-S014,SC-CO-COA-014,1,CO,SC-CO-LIC-03,FLOWER,"[{""at"":""2026-08-05T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-05T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-05T12:00:00Z"",""event"":""RECEIVED""}]",CO-RULES-2026.09,2027-09-01T00:00:00Z,CO-REGULATED-MARIJUANA,CO-METHOD-3.8,0.5,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]"
SC-CO-S015,SC-CO-COA-015,1,CO,SC-CO-LIC-04,FLOWER,"[{""at"":""2026-08-06T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-06T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-06T12:00:00Z"",""event"":""RECEIVED""}]",CO-RULES-2026.09,2027-09-01T00:00:00Z,CO-REGULATED-MARIJUANA,CO-METHOD-3.8,0.5,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]"
SC-CO-S016,SC-CO-COA-016,1,CO,SC-CO-LIC-01,FLOWER,"[{""at"":""2026-08-07T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-07T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-07T12:00:00Z"",""event"":""RECEIVED""}]",CO-RULES-2026.09,2027-09-01T00:00:00Z,CO-REGULATED-MARIJUANA,CO-METHOD-3.8,0.5,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]"
SC-CO-S017,SC-CO-COA-017,1,CO,SC-CO-LIC-02,FLOWER,"[{""at"":""2026-08-08T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-08T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-08T12:00:00Z"",""event"":""RECEIVED""}]",CO-RULES-2026.09,2027-09-01T00:00:00Z,CO-REGULATED-MARIJUANA,CO-METHOD-3.8,0.5,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]"
SC-CO-S018,SC-CO-COA-018,1,CO,SC-CO-LIC-03,FLOWER,"[{""at"":""2026-08-09T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-09T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-09T12:00:00Z"",""event"":""RECEIVED""}]",CO-RULES-2026.09,2027-09-01T00:00:00Z,CO-REGULATED-MARIJUANA,CO-METHOD-3.8,0.5,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]"
SC-CO-S019,SC-CO-COA-019,1,CO,SC-CO-LIC-04,FLOWER,"[{""at"":""2026-08-10T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-10T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-10T12:00:00Z"",""event"":""RECEIVED""}]",CO-RULES-2026.09,2027-09-01T00:00:00Z,CO-REGULATED-MARIJUANA,CO-METHOD-3.8,0.5,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]"
SC-CO-S020,SC-CO-COA-020,1,CO,SC-CO-LIC-01,FLOWER,"[{""at"":""2026-08-11T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-11T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-11T12:00:00Z"",""event"":""RECEIVED""}]",CO-RULES-2026.09,2027-09-01T00:00:00Z,CO-REGULATED-MARIJUANA,CO-METHOD-3.8,0.5,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]"
SC-CO-S021,SC-CO-COA-021,1,CO,SC-CO-LIC-02,FLOWER,"[{""at"":""2026-08-12T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-12T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-12T12:00:00Z"",""event"":""RECEIVED""}]",CO-RULES-2026.09,2027-09-01T00:00:00Z,CO-REGULATED-MARIJUANA,CO-METHOD-3.8,0.5,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]"
SC-CO-S022,SC-CO-COA-022,1,CO,SC-CO-LIC-03,FLOWER,"[{""at"":""2026-08-13T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-13T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-13T12:00:00Z"",""event"":""RECEIVED""}]",CO-RULES-2026.09,2027-09-01T00:00:00Z,CO-REGULATED-MARIJUANA,CO-METHOD-3.8,0.5,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]"
SC-CO-S023,SC-CO-COA-023,1,CO,SC-CO-LIC-04,FLOWER,"[{""at"":""2026-08-14T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-14T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-14T12:00:00Z"",""event"":""RECEIVED""}]",CO-RULES-2026.09,2027-09-01T00:00:00Z,CO-REGULATED-MARIJUANA,CO-METHOD-3.8,0.5,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]"
SC-CO-S024,SC-CO-COA-024,1,CO,SC-CO-LIC-01,FLOWER,"[{""at"":""2026-08-15T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-15T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-15T12:00:00Z"",""event"":""RECEIVED""}]",CO-RULES-2026.09,2027-09-01T00:00:00Z,CO-REGULATED-MARIJUANA,CO-METHOD-3.8,0.5,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]"
SC-CO-S025,SC-CO-COA-025,1,CO,SC-CO-LIC-02,FLOWER,"[{""at"":""2026-08-16T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-16T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-16T12:00:00Z"",""event"":""RECEIVED""}]",CO-RULES-2025.01,2026-01-01T00:00:00Z,CO-REGULATED-MARIJUANA,CO-METHOD-3.8,0.5,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]"
SC-CO-S026,SC-CO-COA-026,1,CO,SC-CO-LIC-03,FLOWER,"[{""at"":""2026-08-17T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-17T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-17T12:00:00Z"",""event"":""RECEIVED""}]",CO-RULES-2026.09,2027-09-01T00:00:00Z,OTHER-JURISDICTION-PANEL,CO-METHOD-3.8,0.5,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]"
SC-CO-S027,SC-CO-COA-027,1,CO,SC-CO-LIC-04,FLOWER,"[{""at"":""2026-08-18T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-18T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-18T12:00:00Z"",""event"":""RECEIVED""}]",CO-RULES-2026.09,2027-09-01T00:00:00Z,CO-REGULATED-MARIJUANA,CO-METHOD-3.8,2.0,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]"
SC-CO-S028,SC-CO-COA-028,1,CO,SC-CO-LIC-01,FLOWER,"[{""at"":""2026-08-19T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-19T10:00:00Z"",""event"":""TRANSFERRED""}]",CO-RULES-2026.09,2027-09-01T00:00:00Z,CO-REGULATED-MARIJUANA,CO-METHOD-3.8,0.5,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]"
SC-CO-S001,SC-CO-COA-001,1,CO,SC-CO-LIC-02,FLOWER,"[{""at"":""2026-08-20T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-20T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-20T12:00:00Z"",""event"":""RECEIVED""}]",CO-RULES-2026.09,2027-09-01T00:00:00Z,CO-REGULATED-MARIJUANA,CO-METHOD-3.8,0.5,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]"
SC-CO-S030,SC-CO-COA-030,1,CO,SC-CO-LIC-03,FLOWER,"[{""at"":""2026-08-01T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-01T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-01T12:00:00Z"",""event"":""RECEIVED""}]",CO-RULES-2026.09,2027-09-01T00:00:00Z,CO-REGULATED-MARIJUANA,CO-METHOD-3.8,0.5,1.0,"[""CO:FLOWER:CO-REGULATED-MARIJUANA:CO-METHOD-3.8""]",SC Reviewer CO,"[""OUT-OF-SCOPE""]"
SC-MI-S001,SC-MI-COA-001,1,MI,SC-MI-LIC-02,FLOWER,"[{""at"":""2026-08-02T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-02T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-02T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S002,SC-MI-COA-002,1,MI,SC-MI-LIC-03,FLOWER,"[{""at"":""2026-08-03T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-03T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-03T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S003,SC-MI-COA-003,1,MI,SC-MI-LIC-04,FLOWER,"[{""at"":""2026-08-04T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-04T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-04T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S004,SC-MI-COA-004,1,MI,SC-MI-LIC-01,FLOWER,"[{""at"":""2026-08-05T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-05T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-05T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S005,SC-MI-COA-005,1,MI,SC-MI-LIC-02,FLOWER,"[{""at"":""2026-08-06T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-06T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-06T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S006,SC-MI-COA-006,1,MI,SC-MI-LIC-03,FLOWER,"[{""at"":""2026-08-07T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-07T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-07T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S007,SC-MI-COA-007,1,MI,SC-MI-LIC-04,FLOWER,"[{""at"":""2026-08-08T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-08T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-08T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S008,SC-MI-COA-008,1,MI,SC-MI-LIC-01,FLOWER,"[{""at"":""2026-08-09T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-09T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-09T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S009,SC-MI-COA-009,1,MI,SC-MI-LIC-02,FLOWER,"[{""at"":""2026-08-10T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-10T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-10T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S010,SC-MI-COA-010,1,MI,SC-MI-LIC-03,FLOWER,"[{""at"":""2026-08-11T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-11T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-11T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S011,SC-MI-COA-011,1,MI,SC-MI-LIC-04,FLOWER,"[{""at"":""2026-08-12T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-12T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-12T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S012,SC-MI-COA-012,1,MI,SC-MI-LIC-01,FLOWER,"[{""at"":""2026-08-13T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-13T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-13T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S013,SC-MI-COA-013,1,MI,SC-MI-LIC-02,FLOWER,"[{""at"":""2026-08-14T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-14T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-14T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S014,SC-MI-COA-014,1,MI,SC-MI-LIC-03,FLOWER,"[{""at"":""2026-08-15T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-15T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-15T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S015,SC-MI-COA-015,1,MI,SC-MI-LIC-04,FLOWER,"[{""at"":""2026-08-16T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-16T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-16T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S016,SC-MI-COA-016,1,MI,SC-MI-LIC-01,FLOWER,"[{""at"":""2026-08-17T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-17T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-17T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S017,SC-MI-COA-017,1,MI,SC-MI-LIC-02,FLOWER,"[{""at"":""2026-08-18T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-18T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-18T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S018,SC-MI-COA-018,1,MI,SC-MI-LIC-03,FLOWER,"[{""at"":""2026-08-19T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-19T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-19T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S019,SC-MI-COA-019,1,MI,SC-MI-LIC-04,FLOWER,"[{""at"":""2026-08-20T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-20T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-20T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S020,SC-MI-COA-020,1,MI,SC-MI-LIC-01,FLOWER,"[{""at"":""2026-08-01T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-01T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-01T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S021,SC-MI-COA-021,1,MI,SC-MI-LIC-02,FLOWER,"[{""at"":""2026-08-02T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-02T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-02T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S022,SC-MI-COA-022,1,MI,SC-MI-LIC-03,FLOWER,"[{""at"":""2026-08-03T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-03T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-03T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S023,SC-MI-COA-023,1,MI,SC-MI-LIC-04,FLOWER,"[{""at"":""2026-08-04T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-04T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-04T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S024,SC-MI-COA-024,1,MI,SC-MI-LIC-01,FLOWER,"[{""at"":""2026-08-05T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-05T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-05T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S025,SC-MI-COA-025,1,MI,SC-MI-LIC-02,FLOWER,"[{""at"":""2026-08-06T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-06T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-06T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2025.01,2026-01-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S026,SC-MI-COA-026,1,MI,SC-MI-LIC-03,FLOWER,"[{""at"":""2026-08-07T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-07T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-07T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,OTHER-JURISDICTION-PANEL,MI-METHOD-2.5,0.5,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
SC-MI-S027,SC-MI-COA-027,1,MI,SC-MI-LIC-04,FLOWER,"[{""at"":""2026-08-08T08:00:00Z"",""event"":""COLLECTED""},{""at"":""2026-08-08T10:00:00Z"",""event"":""TRANSFERRED""},{""at"":""2026-08-08T12:00:00Z"",""event"":""RECEIVED""}]",MI-RULES-2026.09,2027-09-01T00:00:00Z,MI-SAFETY-COMPLIANCE,MI-METHOD-2.5,2.0,1.0,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]",SC Reviewer MI,"[""MI:FLOWER:MI-SAFETY-COMPLIANCE:MI-METHOD-2.5""]"
