rule,rule_name,classification,context,file,line,match,clause
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_ai_policy_to_workflow/WORKFLOW_EXAMPLES.md,3,the University of Iowa,"> Nothing below describes the University of Iowa or any real institution, > policy, system, or person."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_ai_policy_to_workflow/WORKFLOW_EXAMPLES.md,137,conformance,"Why the tool reports this as a strength and not a compliance failure. A conformance-shaped assessment would mark this row red: no policy, no control, no owner."
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_ai_policy_to_workflow/policy_matrix.py,35,conformance,"It will not produce a maturity level, a conformance score, an ""RMF coverage"""
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_ai_policy_to_workflow/policy_matrix.py,35,maturity level,"It will not produce a maturity level, a conformance score, an ""RMF coverage"""
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_ai_policy_to_workflow/policy_matrix.py,43,certified,"Referenced, not certified against:"
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_ai_policy_to_workflow/policy_matrix.py,48,conformance,Nothing here is a conformance
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_ai_policy_to_workflow/policy_matrix.py,49,certification,"claim, a certification, or a peer comparison."
CG-03,PEER_COMPARISON,AMBIGUOUS,code,uiowa_rfq_18649_ai_policy_to_workflow/policy_matrix.py,49,peer comparison,"claim, a certification, or a peer comparison."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,code,uiowa_rfq_18649_ai_policy_to_workflow/policy_matrix.py,181,the University of Iowa,"""No record here describes the University of Iowa or any real institution, """
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_ai_policy_to_workflow/policy_matrix.py,432,maturity level,"""No maturity level, readiness level, or tier is computed."
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_ai_policy_to_workflow/policy_matrix.py,434,certification,"""conformance assessment and the AI RMF is not a certification."
CG-03,PEER_COMPARISON,REFUSAL,code,uiowa_rfq_18649_ai_policy_to_workflow/policy_matrix.py,445,percentile,"""No peer comparison, percentile, benchmark, or 'typical institution' """
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_ai_policy_to_workflow/policy_matrix.py,454,conformance,"""This assessment does not produce a maturity score, conformance """
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_ai_policy_to_workflow/policy_matrix.py,454,maturity score,"""This assessment does not produce a maturity score, conformance """
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_ai_policy_to_workflow/policy_matrix.py,556,certification,"""for organizing discussion, not as a certification checklist: """
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_ai_policy_to_workflow/sample/findings.json,2,the University of Iowa,"No record here describes the University of Iowa or any real institution, policy, system, or person."","
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_ai_policy_to_workflow/sample/findings.json,5,the University of Iowa,"No record here describes the University of Iowa or any real institution, policy, system, or person."","
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_ai_policy_to_workflow/sample/findings.json,32,certification,this is not a conformance assessment and the AI RMF is not a certification.
CG-02,MATURITY_LEVEL,REFUSAL,data,uiowa_rfq_18649_ai_policy_to_workflow/sample/findings.json,32,maturity level,"""No maturity level, readiness level, or tier is computed."
CG-03,PEER_COMPARISON,REFUSAL,data,uiowa_rfq_18649_ai_policy_to_workflow/sample/findings.json,38,percentile,"""No peer comparison, percentile, benchmark, or 'typical institution' claim is made."","
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_ai_policy_to_workflow/sample/matrix.md,3,the University of Iowa,"No record here describes the University of Iowa or any real institution, policy, system, or person."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_ai_policy_to_workflow/sample/matrix.md,5,certification,"NIST AI RMF is used as a reference for organizing discussion, not as a certification checklist: <https://www.nist.gov/itl/ai-risk-management-framework>."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_ai_policy_to_workflow/sample/matrix.md,89,certification,this is not a conformance assessment and the AI RMF is not a certification.
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_ai_policy_to_workflow/sample/matrix.md,89,maturity level,"- No maturity level, readiness level, or tier is computed."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_ai_policy_to_workflow/sample/matrix.md,95,percentile,"- No peer comparison, percentile, benchmark, or 'typical institution' claim is made."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,test,uiowa_rfq_18649_ai_policy_to_workflow/test_policy_matrix.py,230,certification,"for term in (""maturity"", ""certification"", ""percentage"", ""individual"","
CG-03,PEER_COMPARISON,AMBIGUOUS,test,uiowa_rfq_18649_ai_policy_to_workflow/test_policy_matrix.py,231,percentile,"""percentile"", ""subcategory""):"
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_ai_use_inventory/README.md,17,the University of Iowa,They do not describe the University of Iowa. No University input has been collected by this lane.
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_ai_use_inventory/README.md,50,maturity level,"The five are reported separately and are never combined into an adoption percentage, a maturity level, or a peer comparison."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_ai_use_inventory/README.md,50,peer comparison,"The five are reported separately and are never combined into an adoption percentage, a maturity level, or a peer comparison."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_ai_use_inventory/README.md,176,certify,"It does not score maturity, rank against peer institutions, certify anything against a framework, evaluate an individual, or recommend a product."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_ai_use_inventory/fixtures/synthetic_ai_use.json,5,the University of Iowa,None of it describes the University of Iowa.
CG-02,MATURITY_LEVEL,AMBIGUOUS,code,uiowa_rfq_18649_ai_use_inventory/interview_guide.py,15,maturity score,"a maturity score, or a comparison against another institution, because"
CG-02,MATURITY_LEVEL,AMBIGUOUS,code,uiowa_rfq_18649_ai_use_inventory/schema.py,43,maturity score,# collapsed into an adoption percentage or a maturity score.
CG-02,MATURITY_LEVEL,REFUSAL,test,uiowa_rfq_18649_ai_use_inventory/test_inventory.py,138,maturity score,"pass, and never a maturity score."""""""
CG-03,PEER_COMPARISON,AMBIGUOUS,test,uiowa_rfq_18649_ai_use_inventory/test_inventory.py,168,percentile,"for banned in (""maturity"", ""percentile"", ""benchmark"", ""certif"", ""score""):"
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_base_fee_economics/README.md,166,certification,"No certification, compliance, maturity or peer-percentile claim is made anywhere, and no individual's performance is estimated or scored."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_base_fee_economics/README.md,166,percentile,"No certification, compliance, maturity or peer-percentile claim is made anywhere, and no individual's performance is estimated or scored."
CG-01,CERTIFICATION_CLAIM,REFUSAL,test,uiowa_rfq_18649_base_fee_economics/test_cost_model.py,420,certified,"for forbidden in (""maturity"", ""certified"", ""compliant"", ""percentile"", ""benchmark score""):"
CG-03,PEER_COMPARISON,REFUSAL,test,uiowa_rfq_18649_base_fee_economics/test_cost_model.py,420,percentile,"for forbidden in (""maturity"", ""certified"", ""compliant"", ""percentile"", ""benchmark score""):"
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_bid_pack/README.md,22,maturity rating,There is no readiness percentage and no maturity rating anywhere in the output.
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_bid_pack/README.md,43,Certified,"assembled -> sampleoutput proposal.pdf: 9 pages (23790 bytes), pagination settled in 2 pass(es) sections: 7 attachments: 6 required attachments declared 5 / present 2 / NOT SUPPLIED 3 (ATT-FIN-02, ATT-QUAL-02, ATT-QUAL-0"
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_bid_pack/README.md,86,certified,Gap. 3 of 5 required attachments are not supplied (ATT-FIN-02 certified cost
CG-01,CERTIFICATION_CLAIM,ASSERTION,prose,uiowa_rfq_18649_bid_pack/README.md,140,conformance,Accessibility requirements. Whether PDF/UA tagging or a specific WCAG conformance level is required is UNKNOWN;
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_bid_pack/README.md,226,conformance,"A clean result means ""no structural defect found by these checks."" It does not mean ""valid PDF"", it does not mean the page looks right, and it is not a PDF/UA, WCAG, or any other conformance statement."
CG-02,MATURITY_LEVEL,REFUSAL,code,uiowa_rfq_18649_bid_pack/bid_pack.py,18,maturity rating,There is no readiness percentage and no maturity rating anywhere in the output.
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_bid_pack/fixtures/manifest.json,23,Certified,"{""id"": ""ATT-FIN-02"", ""title"": ""Certified Cost Rate Schedule"", ""category"": ""financial"","
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_bid_pack/fixtures/sections/exec.md,6,maturity score,We do not produce a single maturity score.
CG-01,CERTIFICATION_CLAIM,ASSERTION,prose,uiowa_rfq_18649_bid_pack/fixtures/sections/price.md,1,certified,"Pricing is fixed-fee by phase, with the rate basis carried in the certified cost rate schedule rather than restated in the body."
CG-01,CERTIFICATION_CLAIM,ASSERTION,prose,uiowa_rfq_18649_bid_pack/fixtures/sections/price.md,8,certified,The certified cost rate schedule is [[ATT-FIN-02]].
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_bid_pack/packcheck.py,22,conformance,WCAG or any other conformance statement.
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_bid_pack/packcheck.py,635,conformance,"""not a validity, PDF/UA, WCAG or any other conformance claim."
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_bid_pack/packcheck.py,665,conformance,"""not a validity, PDF/UA, WCAG or any other conformance claim."")"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_bid_pack/sample_output/00-INDEX.md,29,Certified,Certified Cost Rate Schedule
CG-01,CERTIFICATION_CLAIM,ASSERTION,prose,uiowa_rfq_18649_bid_pack/sample_output/00-INDEX.md,65,Certified,- WARN ATTACHMENTNOTSUPPLIED required attachment ATT-FIN-02 (Certified Cost Rate Schedule) is declared but no file was supplied;
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_bid_pack/sample_output/attachment_index.csv,3,Certified,"ATT-FIN-02,Certified Cost Rate Schedule,financial,yes,PLACEHOLDER-NOT SUPPLIED,UNKNOWN,UNKNOWN,UNKNOWN,2"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_bid_pack/sample_output/attachments/A02-certified-cost-rate-schedule.PLACEHOLDER.txt,3,Certified,Attachment id: ATT-FIN-02 Title: Certified Cost Rate Schedule Category: financial Required: yes
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_bid_pack/sample_output/bid_pack.json,31,Certified,"""title"": ""Certified Cost Rate Schedule"""
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_bid_pack/sample_output/bid_pack.json,183,Certified,"""label"": ""Certified Cost Rate Schedule"","
CG-01,CERTIFICATION_CLAIM,ASSERTION,data,uiowa_rfq_18649_bid_pack/sample_output/bid_pack.json,206,Certified,"""detail"": ""required attachment ATT-FIN-02 (Certified Cost Rate Schedule) is declared but no file was supplied;"
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_bid_pack/sample_output/documents/02-executive-summary.md,9,maturity score,We do not produce a single maturity score.
CG-01,CERTIFICATION_CLAIM,ASSERTION,prose,uiowa_rfq_18649_bid_pack/sample_output/documents/06-price-proposal.md,4,certified,"Pricing is fixed-fee by phase, with the rate basis carried in the certified cost rate schedule rather than restated in the body."
CG-01,CERTIFICATION_CLAIM,ASSERTION,prose,uiowa_rfq_18649_bid_pack/sample_output/documents/06-price-proposal.md,11,certified,The certified cost rate schedule is [[ATT-FIN-02]].
CG-01,CERTIFICATION_CLAIM,REFUSAL,test,uiowa_rfq_18649_bid_pack/test_packcheck.py,344,conformance,"self.assertIn(""not a validity, PDF/UA, WCAG or any other conformance claim"", text)"
CG-05,REAL_UNIVERSITY_FINDING,ASSERTION,prose,uiowa_rfq_18649_build_board/13-ai-context.md,57,the University of Iowa,"For example, the University of Iowa ChatGPT Edu enterprise license is listed for Public and University-Internal data, with Restricted/Critical use requiring consultation with Research Services or ITS-ISPO."
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,prose,uiowa_rfq_18649_build_board/45-testing-portfolio.md,3,the University of Iowa,It demonstrates the assessment method and is not a finding about the University of Iowa.
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_build_board/45-testing-portfolio.md,129,maturity score,"This prioritization is a discussion aid, not a maturity score."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_capability_appendix/README.md,53,Certification,"- Certification and guarantee language — certified, compliant,"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_capability_appendix/README.md,54,accredited,"accredited, guaranteed."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_capability_appendix/README.md,143,certification,'robust') BAD-02 wording rejected (prohibited certification or guarantee language: 'certified';
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_capability_appendix/capabilities.json,2,certification,"Nothing in this file is an assertion about the University of Iowa, and no entry is a certification, compliance determination, or comparison against another supplier."","
CG-05,REAL_UNIVERSITY_FINDING,REFUSAL,data,uiowa_rfq_18649_capability_appendix/capabilities.json,2,the University of Iowa,"Nothing in this file is an assertion about the University of Iowa, and no entry is a certification, compliance determination, or comparison against another supplier."","
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_capability_appendix/capability_appendix.py,27,certification,"It also refuses certification, compliance and guarantee language"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_capability_appendix/capability_appendix.py,88,certified,"""certified"", ""certification"", ""compliant"", ""compliance-ready"","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_capability_appendix/capability_appendix.py,89,accredited,"""audit-proof"", ""accredited"", ""guarantee"", ""guaranteed"", ""guarantees"","
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_capability_appendix/capability_appendix.py,96,certification,"(""prohibited certification or guarantee language"", PROHIBITEDTERMS),"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_capability_appendix/fixtures/rejection_demo_register.json,19,certification,"""capabilityarea"": ""language: certification and guarantee"","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_capability_appendix/fixtures/rejection_demo_register.json,20,certified,"""statement"": ""Delivers a certified, compliant record set with guaranteed retention."","
CG-01,CERTIFICATION_CLAIM,ASSERTION,data,uiowa_rfq_18649_capability_appendix/observed_runs.json,72,compliance determination,"""outputverbatim"": ""..........................................SCOPE GUARD - UIOWA RFQ 18649 final report\n==============================================================\nflagged: 2 neutralized: 0\n auditverdict 1\n indivi"
CG-01,CERTIFICATION_CLAIM,ASSERTION,data,uiowa_rfq_18649_capability_appendix/out/capability_appendix.json,200,compliance determination,"""outputverbatim"": ""..........................................SCOPE GUARD - UIOWA RFQ 18649 final report\n==============================================================\nflagged: 2 neutralized: 0\n auditverdict 1\n indivi"
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_capability_appendix/out/capability_evidence_index.md,151,compliance determination,why : States a compliance determination.
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_appendix.json,51,certification,"""capabilityarea"": ""language: certification and guarantee"","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_appendix.json,52,certified,"""statement"": ""Delivers a certified, compliant record set with guaranteed retention."","
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_appendix.json,67,certification,"""prohibited certification or guarantee language:certified"","
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_appendix.json,68,certification,"""prohibited certification or guarantee language:compliant"","
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_appendix.json,69,certification,"""prohibited certification or guarantee language:guaranteed"""
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_appendix.json,80,certification,"""wording rejected (prohibited certification or guarantee language: 'certified';"
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_appendix.json,80,certification,prohibited certification or guarantee language: 'compliant';
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_appendix.json,80,certification,"prohibited certification or guarantee language: 'guaranteed')"""
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_appendix.md,10,certification,- BAD-02 (language: certification and guarantee) - wording rejected (prohibited certification or guarantee language: 'certified';
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_appendix.md,10,certification,prohibited certification or guarantee language: 'compliant';
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_appendix.md,10,certification,prohibited certification or guarantee language: 'guaranteed')
CG-01,CERTIFICATION_CLAIM,ASSERTION,data,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_claims.csv,3,certification,"BAD-02,language: certification and guarantee,no,.,1,python3 capabilityappendix.py,2026-09-19,0,wording rejected (prohibited certification or guarantee language: 'certified';"
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_claims.csv,3,certification,prohibited certification or guarantee language: 'compliant';
CG-01,CERTIFICATION_CLAIM,REFUSAL,data,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_claims.csv,3,certification,prohibited certification or guarantee language: 'guaranteed')
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,prose,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_evidence_index.md,31,certification,## BAD-02 - language: certification and guarantee
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_evidence_index.md,35,certification,- Blocker: wording rejected (prohibited certification or guarantee language: 'certified';
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_evidence_index.md,35,certification,prohibited certification or guarantee language: 'compliant';
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_capability_appendix/out/rejection_demo/capability_evidence_index.md,35,certification,prohibited certification or guarantee language: 'guaranteed')
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,test,uiowa_rfq_18649_capability_appendix/test_capability_appendix.py,67,certified,"self.assertIn(""certified"", blockers)"
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_capacity_benchmark/README.md,215,certification,"- No certification, compliance, maturity-score, or peer-percentile claim is made"
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_capacity_benchmark/README.md,215,percentile,"- No certification, compliance, maturity-score, or peer-percentile claim is made"
CG-01,CERTIFICATION_CLAIM,REFUSAL,code,uiowa_rfq_18649_capacity_benchmark/benchmark.py,590,certification,"""- Not claimed: no certification, no compliance conclusion, no peer percentile,"","
CG-03,PEER_COMPARISON,REFUSAL,code,uiowa_rfq_18649_capacity_benchmark/benchmark.py,590,percentile,"""- Not claimed: no certification, no compliance conclusion, no peer percentile,"","
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_capacity_benchmark/results/BENCHMARK_REPORT.md,196,certification,"- Not claimed: no certification, no compliance conclusion, no peer percentile,"
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_capacity_benchmark/results/BENCHMARK_REPORT.md,196,percentile,"- Not claimed: no certification, no compliance conclusion, no peer percentile,"
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_capacity_feasibility/README.md,196,certification,"No maturity score, no rating, no certification or compliance verdict, no peer percentile, no individual performance scoring, and no named individual anywhere."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_capacity_feasibility/README.md,196,maturity score,"No maturity score, no rating, no certification or compliance verdict, no peer percentile, no individual performance scoring, and no named individual anywhere."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_capacity_feasibility/README.md,196,percentile,"No maturity score, no rating, no certification or compliance verdict, no peer percentile, no individual performance scoring, and no named individual anywhere."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_capacity_scan/README.md,127,certification,"- No certification, compliance, or peer-percentile claim."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_capacity_scan/README.md,127,percentile,"- No certification, compliance, or peer-percentile claim."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_claim_audit/README.md,105,certification,"It rewrites no text, scores nothing, and produces no maturity, certification, compliance or peer-percentile claim."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_claim_audit/README.md,105,percentile,"It rewrites no text, scores nothing, and produces no maturity, certification, compliance or peer-percentile claim."
CG-03,PEER_COMPARISON,REFUSAL,data,uiowa_rfq_18649_claim_audit/out/report_BAD.json,20,peer comparison,"""message"": ""tier A term 'world-class': states a peer comparison this engagement did not make"","
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_claim_audit/out/report_BAD.txt,6,peer comparison,[error] PROMOTIONALLANGUAGE execsummaryBAD.md:8 (world-class) tier A term 'world-class': states a peer comparison this engagement did not make > The delivery practices we reviewed are world-class and reflect industry bes
CG-03,PEER_COMPARISON,REFUSAL,code,uiowa_rfq_18649_claim_audit/rules.py,34,peer comparison,"""world-class"": ""states a peer comparison this engagement did not make"","
CG-03,PEER_COMPARISON,REFUSAL,code,uiowa_rfq_18649_claim_audit/rules.py,35,peer comparison,"""world class"": ""states a peer comparison this engagement did not make"","
CG-03,PEER_COMPARISON,REFUSAL,code,uiowa_rfq_18649_claim_audit/rules.py,36,peer comparison,"""best-in-class"": ""states a peer comparison this engagement did not make"","
CG-03,PEER_COMPARISON,REFUSAL,code,uiowa_rfq_18649_claim_audit/rules.py,37,peer comparison,"""best in class"": ""states a peer comparison this engagement did not make"","
CG-03,PEER_COMPARISON,REFUSAL,code,uiowa_rfq_18649_claim_audit/rules.py,38,peer comparison,"""industry-leading"": ""states a peer comparison this engagement did not make"","
CG-03,PEER_COMPARISON,REFUSAL,code,uiowa_rfq_18649_claim_audit/rules.py,39,peer comparison,"""industry leading"": ""states a peer comparison this engagement did not make"","
CG-03,PEER_COMPARISON,REFUSAL,code,uiowa_rfq_18649_claim_audit/rules.py,40,peer comparison,"""gold standard"": ""states a peer comparison this engagement did not make"","
CG-02,MATURITY_LEVEL,AMBIGUOUS,code,uiowa_rfq_18649_claim_audit/rules.py,78,maturity level,"""mature"": ""asserts a maturity level without stating what measured it"","
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_closeout/README.md,3,certify,"It does not delete files, return evidence, modify permissions, contact the University, or certify that disposition occurred."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_closeout/README.md,76,certification,"This kit is not legal advice, a compliance certification, a deletion utility, or proof that any real evidence has been disposed."
CG-05,REAL_UNIVERSITY_FINDING,AMBIGUOUS,prose,uiowa_rfq_18649_closeout/SOURCE_NOTES.md,25,The University of Iowa,"The University of Iowa Standard Terms and Conditions attached to the solicitation include Section 12, “University records,” stating that the contractor shall not remove University records from the University."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_contractor_transition/README.md,155,certify,"It does not score anyone, rate a unit's maturity, certify anything, or evaluate an individual — records are keyed to roles and systems, never to a named person."
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,data,uiowa_rfq_18649_contractor_transition/sample_output/transition_report.json,106,certification,"""compliance or certification conclusion"","
CG-01,CERTIFICATION_CLAIM,AMBIGUOUS,code,uiowa_rfq_18649_contractor_transition/transition.py,182,certification,"""compliance or certification conclusion"","
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_deadline_continuity/README.md,70,percentile,"There is no recommended field anywhere in the output, by design — a test greps the payload for recommend, winner, best option, maturity, score and percentile and fails if any appears."
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_deadline_continuity/README.md,149,certifies,"It does not rank teams, units or people, does not score maturity, certifies nothing, runs no load test, reads no live system, and schedules nothing — availability is a stated scenario assumption, never an appointment."
CG-03,PEER_COMPARISON,AMBIGUOUS,test,uiowa_rfq_18649_deadline_continuity/test_continuity.py,240,percentile,"""maturity"", ""score"", ""percentile""):"
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_delivery_metrics/64-interpretation-notes.md,61,maturity tier,"It does not map them to an invented ""top quartile"", ""high performer"", percentile, or maturity tier."
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_delivery_metrics/64-interpretation-notes.md,61,percentile,"It does not map them to an invented ""top quartile"", ""high performer"", percentile, or maturity tier."
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_delivery_scan/README.md,44,maturity score,"""there is no average, maturity score, confidence score, or employee ranking."""
CG-04,INDIVIDUAL_SCORING,REFUSAL,prose,uiowa_rfq_18649_delivery_scan/README.md,44,employee ranking,"""there is no average, maturity score, confidence score, or employee ranking."""
CG-01,CERTIFICATION_CLAIM,REFUSAL,prose,uiowa_rfq_18649_delivery_scan/README.md,46,certification,"""Not attempted: no scoring, maturity rating, percentile, certification verdict or individual/team performance rating is produced…"""
CG-02,MATURITY_LEVEL,REFUSAL,prose,uiowa_rfq_18649_delivery_scan/README.md,46,maturity rating,"""Not attempted: no scoring, maturity rating, percentile, certification verdict or individual/team performance rating is produced…"""
CG-03,PEER_COMPARISON,REFUSAL,prose,uiowa_rfq_18649_delivery_scan/README.md,46,percentile,"""Not attempted: no scoring, maturity rating, percentile, certification verdict or individual/team performance rating is produced…"""
CG-02,MATURITY_LEVEL,AMBIGUOUS,code,uiowa_rfq_18649_delivery_scan/delivery_scan.py,26,maturity score,"average, maturity score, confidence score, or employee ranking"","
CG-04,INDIVIDUAL_SCORING,AMBIGUOUS,code,uiowa_rfq_18649_delivery_scan/delivery_scan.py,26,employee ranking,"average, maturity score, confidence score, or employee ranking"","
CG-02,MATURITY_LEVEL,REFUSAL,test,uiowa_rfq_18649_delivery_scan/test_delivery_scan.py,52,maturity score,"""There is no average, maturity score, confidence score, or employee ranking."","
