lane,module,line,kind,call,classification,target,why
uiowa_rfq_18649_contractor_transition,uiowa_rfq_18649_contractor_transition/test_transition.py,277,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_contractor_transition,uiowa_rfq_18649_contractor_transition/transition.py,200,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_contractor_transition,uiowa_rfq_18649_contractor_transition/transition.py,327,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(args.outdir, 'transition_report.json')",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_contractor_transition,uiowa_rfq_18649_contractor_transition/transition.py,329,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(args.outdir, 'transition_report.md')",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_deadline_continuity,uiowa_rfq_18649_deadline_continuity/continuity.py,318,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_deadline_continuity,uiowa_rfq_18649_deadline_continuity/continuity.py,333,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_deadline_continuity,uiowa_rfq_18649_deadline_continuity/continuity.py,469,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(args.outdir, 'continuity_analysis.json')",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_deadline_continuity,uiowa_rfq_18649_deadline_continuity/continuity.py,471,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(args.outdir, 'continuity_report.md')",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_deadline_continuity,uiowa_rfq_18649_deadline_continuity/test_continuity.py,301,OPAQUE_SUBPROCESS,subprocess.run,TEST_CONTEXT,"[sys.executable, os.path.join(HERE, 'continuity.py')] + list(args)",shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_deadline_continuity,uiowa_rfq_18649_deadline_continuity/test_continuity.py,325,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_deadline_continuity,uiowa_rfq_18649_deadline_continuity/test_continuity.py,339,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_document_extraction,uiowa_rfq_18649_document_extraction/test_extract.py,56,OPAQUE_SUBPROCESS,subprocess.run,TEST_CONTEXT,"[sys.executable, str(HERE / 'extract.py'), str(FIXTURES / 'sample.txt')]",shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/integrate.py,371,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/integrate.py,388,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/integrate.py,506,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/integrate.py,564,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(args.out, 'integrated.json')",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/test_check_contract.py,269,WRITE,open(mode='w'),TEST_CONTEXT,bad,in a test module; 'bad' is assigned from module-local values
uiowa_rfq_18649_economics_resource_adapters,uiowa_rfq_18649_economics_resource_adapters/test_integrate.py,425,WRITE,open(mode='w'),TEST_CONTEXT,bad,in a test module; 'bad' is assigned from module-local values
uiowa_rfq_18649_exec_summary,uiowa_rfq_18649_exec_summary/build_summary.py,25,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; 'path' is assigned from external input. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/rehearse_intake.py,636,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(out_dir, RUN_DIGEST_NAME)",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/rehearse_intake.py,627,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(out_dir, name)",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/test_rehearsal.py,45,DESTRUCTIVE,shutil.rmtree,TEST_CONTEXT,self.tmp,in a test module; self.tmp is assigned from values this module created
uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/test_rehearsal.py,51,WRITE,open(mode='w'),TEST_CONTEXT,path,in a test module; writes to a caller-supplied path; 'path' is assigned from external input. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/test_rehearsal.py,233,DESTRUCTIVE,os.remove,TEST_CONTEXT,"os.path.join(sb.root, 'iam', 'iam-recert-campaign-2026Q2.csv')",in a test module; path is joined from a part that could not be traced
uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/test_rehearsal.py,234,DESTRUCTIVE,os.remove,TEST_CONTEXT,"os.path.join(sb.root, 'iam', 'iam-privileged-access-standard-v4.md')",in a test module; path is joined from a part that could not be traced
uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/test_rehearsal.py,372,WRITE,open(mode='w'),TEST_CONTEXT,"os.path.join(sb.root, 'source-register.json')",in a test module; path is joined from a part that could not be traced
uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/test_rehearsal.py,395,WRITE,open(mode='w'),TEST_CONTEXT,"os.path.join(tmp, 'evidence_manifest.json')",in a test module; path is joined from module-local parts
uiowa_rfq_18649_intake_rehearsal,uiowa_rfq_18649_intake_rehearsal/test_rehearsal.py,457,WRITE,open(mode='a'),TEST_CONTEXT,"os.path.join(sb.root, 'ris', 'ris-vuln-scan-2026-09.csv')",in a test module; path is joined from a part that could not be traced
uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/packets.py,99,WRITE,open(mode='w'),SELF_SCOPED,target,"write target is caller-supplied, but the function resolves the path and raises on one outside its directory (heuristic)"
uiowa_rfq_18649_milestone_packets,uiowa_rfq_18649_milestone_packets/test_milestone_packets.py,354,WRITE,open(mode='w'),TEST_CONTEXT,bad,in a test module; 'bad' is assigned from module-local values
uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/render_guide.py,227,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,args.out,"writes to a caller-supplied path; target comes from args.out, a command-line option. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep"
uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/test_verify_kit.py,109,DESTRUCTIVE,shutil.rmtree,TEST_CONTEXT,self.tmp,in a test module; self.tmp is assigned from values this module created
uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/test_verify_kit.py,245,DESTRUCTIVE,shutil.rmtree,TEST_CONTEXT,self.tmp,in a test module; self.tmp is assigned from values this module created
uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/test_verify_kit.py,313,DESTRUCTIVE,shutil.rmtree,TEST_CONTEXT,cls.tmp,"in a test module; target is attribute cls.tmp, not traced"
uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/test_verify_kit.py,336,OPAQUE_SUBPROCESS,subprocess.run,TEST_CONTEXT,"[sys.executable, os.path.join(HERE, 'verify_kit.py'), '--root', FIXTURE_ROOT, '--manifest', FIXTURE_MANIFEST, '--timeout', '30', '--out-json', out]",shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/test_verify_kit.py,45,WRITE,open(mode='w'),TEST_CONTEXT,p,in a test module; writes to a caller-supplied path; 'p' is assigned from external input. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/verify_kit.py,216,DESTRUCTIVE,shutil.rmtree,SELF_SCOPED,outdir,'outdir' is assigned from module-local values
uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/verify_kit.py,390,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/verify_kit.py,437,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/verify_kit.py,144,OPAQUE_SUBPROCESS,subprocess.run,UNDETERMINED,att['cmd'],shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/verify_kit.py,195,OPAQUE_SUBPROCESS,subprocess.run,UNDETERMINED,cmd,shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/verify_kit.py,464,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,args.out_json,"writes to a caller-supplied path; target comes from args.out_json, a command-line option. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep"
uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/verify_kit.py,279,DESTRUCTIVE,shutil.rmtree,SELF_SCOPED,tmp,'tmp' is assigned from module-local values
uiowa_rfq_18649_operator_handoff,uiowa_rfq_18649_operator_handoff/verify_kit.py,288,DESTRUCTIVE,shutil.rmtree,SELF_SCOPED,tmp,'tmp' is assigned from module-local values
uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/output_agreement.py,191,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(path, 'executive_summary.json')",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/output_agreement.py,193,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(path, 'presentation.json')",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/output_agreement.py,182,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(path, 'matrix.csv')",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_output_agreement,uiowa_rfq_18649_output_agreement/output_agreement.py,187,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(path, 'recommendations.csv')",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/prioritize.py,1075,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/prioritize.py,1538,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,args.json_out,"writes to a caller-supplied path; target comes from args.json_out, a command-line option. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep"
uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/prioritize.py,1544,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,args.markdown_out,"writes to a caller-supplied path; target comes from args.markdown_out, a command-line option. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep"
uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/test_prioritize.py,804,OPAQUE_SUBPROCESS,subprocess.run,TEST_CONTEXT,"[sys.executable, os.path.join(HERE, 'prioritize.py'), '--weights', 'no-such-scenario']",shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/test_prioritize.py,815,OPAQUE_SUBPROCESS,subprocess.run,TEST_CONTEXT,"[sys.executable, '-O', '-m', 'unittest', 'test_prioritize.MissingEstimateTests']",shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_prioritization,uiowa_rfq_18649_prioritization/test_prioritize.py,694,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_qa_refusal_contract,uiowa_rfq_18649_qa_refusal_contract/test_qa.py,475,OPAQUE_SUBPROCESS,subprocess.run,TEST_CONTEXT,"[sys.executable, os.path.join(HERE, 'cli.py')] + list(args)",shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/question_cards.py,396,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/question_cards.py,409,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_question_cards,uiowa_rfq_18649_question_cards/question_cards.py,471,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(out_dir, 'cards.json')",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/deck_architecture.py,730,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/deck_architecture.py,766,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,p,writes to a caller-supplied path; 'p' is assigned from external input. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/test_deck_architecture.py,286,DESTRUCTIVE,shutil.rmtree,TEST_CONTEXT,self.tmp,in a test module; self.tmp is assigned from values this module created
uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/test_deck_architecture.py,290,WRITE,open(mode='w'),TEST_CONTEXT,p,in a test module; writes to a caller-supplied path; 'p' is assigned from external input. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/test_deck_architecture.py,404,DESTRUCTIVE,shutil.rmtree,TEST_CONTEXT,tmp,in a test module; 'tmp' is assigned from module-local values
uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/test_deck_architecture.py,419,DESTRUCTIVE,shutil.rmtree,TEST_CONTEXT,tmp,in a test module; 'tmp' is assigned from module-local values
uiowa_rfq_18649_readout_deck,uiowa_rfq_18649_readout_deck/test_deck_architecture.py,415,WRITE,open(mode='w'),TEST_CONTEXT,p,in a test module; 'p' is assigned from module-local values
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/recovery_evidence.py,902,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/recovery_evidence.py,911,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/recovery_evidence.py,1191,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,md_path,writes to a caller-supplied path; 'md_path' is assigned from external input. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,525,DESTRUCTIVE,shutil.rmtree,TEST_CONTEXT,self.tmp,in a test module; self.tmp is assigned from values this module created
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,127,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,167,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,254,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,372,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,384,DESTRUCTIVE,os.unlink,TEST_CONTEXT,handle.name,"in a test module; target is attribute handle.name, not traced"
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,409,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,426,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,448,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,474,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,486,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,503,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,516,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_recovery_evidence,uiowa_rfq_18649_recovery_evidence/test_recovery_evidence.py,571,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_release_provenance,uiowa_rfq_18649_release_provenance/test_provenance.py,27,OPAQUE_SUBPROCESS,subprocess.run,TEST_CONTEXT,"[sys.executable, str(ROOT / 'provenance.py'), *map(str, args)]",shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/report_structure.py,719,WRITE,open(mode='w'),UNDETERMINED,a.render_template,"target is attribute a.render_template, not traced"
uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/report_structure.py,725,WRITE,open(mode='w'),UNDETERMINED,a.render_sample,"target is attribute a.render_sample, not traced"
uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/report_structure.py,730,WRITE,open(mode='w'),UNDETERMINED,a.render_map_csv,"target is attribute a.render_map_csv, not traced"
uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/test_report_structure.py,153,WRITE,open(mode='w'),TEST_CONTEXT,path,in a test module; 'path' is assigned from module-local values
uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/test_report_structure.py,453,WRITE,open(mode='w'),TEST_CONTEXT,p,in a test module; 'p' is assigned from module-local values
uiowa_rfq_18649_report_structure,uiowa_rfq_18649_report_structure/test_report_structure.py,457,WRITE,open(mode='w'),TEST_CONTEXT,clean,in a test module; 'clean' is assigned from module-local values
uiowa_rfq_18649_report_visuals,uiowa_rfq_18649_report_visuals/render_report_visuals.py,147,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; 'path' is assigned from external input. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_report_visuals,uiowa_rfq_18649_report_visuals/render_report_visuals.py,161,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; 'path' is assigned from external input. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_report_visuals,uiowa_rfq_18649_report_visuals/render_report_visuals.py,136,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; 'path' is assigned from external input. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_report_visuals,uiowa_rfq_18649_report_visuals/render_report_visuals.py,124,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(out_dir, name)",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_report_visuals,uiowa_rfq_18649_report_visuals/test_report_visuals.py,513,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_report_visuals,uiowa_rfq_18649_report_visuals/test_report_visuals.py,544,WRITE,open(mode='w'),TEST_CONTEXT,bad,in a test module; 'bad' is assigned from module-local values
uiowa_rfq_18649_roadmap_dependencies,uiowa_rfq_18649_roadmap_dependencies/depcheck.py,922,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_roadmap_dependencies,uiowa_rfq_18649_roadmap_dependencies/depcheck.py,931,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(outdir, 'graph.json')",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_roadmap_dependencies,uiowa_rfq_18649_roadmap_dependencies/depcheck.py,934,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(outdir, 'graph.dot')",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_roadmap_dependencies,uiowa_rfq_18649_roadmap_dependencies/depcheck.py,936,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(outdir, 'dependency_report.md')",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_roadmap_dependencies,uiowa_rfq_18649_roadmap_dependencies/depcheck.py,984,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(args.outdir, 'proposed_roadmap.json')",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_roadmap_dependencies,uiowa_rfq_18649_roadmap_dependencies/depcheck.py,989,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,"os.path.join(args.outdir, 'rehearsal_report.md')",writes to a caller-supplied path; path is joined from externally controlled parts. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_scope_change,uiowa_rfq_18649_scope_change/scope_change.py,902,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,path,writes to a caller-supplied path; target is the function parameter 'path' -- the caller chooses what gets removed. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep
uiowa_rfq_18649_scope_change,uiowa_rfq_18649_scope_change/scope_change.py,1191,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,args.json_out,"writes to a caller-supplied path; target comes from args.json_out, a command-line option. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep"
uiowa_rfq_18649_scope_change,uiowa_rfq_18649_scope_change/scope_change.py,1202,WRITE,open(mode='w'),WRITE_TO_CALLER_PATH,args.markdown_out,"writes to a caller-supplied path; target comes from args.markdown_out, a command-line option. Normal for a CLI with an output option -- confirm it cannot be pointed at evidence you must keep"
uiowa_rfq_18649_scope_change,uiowa_rfq_18649_scope_change/test_scope_change.py,692,OPAQUE_SUBPROCESS,subprocess.run,TEST_CONTEXT,"[sys.executable, os.path.join(HERE, 'scope_change.py'), '--baseline', '/nonexistent/baseline.json']",shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_scope_change,uiowa_rfq_18649_scope_change/test_scope_change.py,701,OPAQUE_SUBPROCESS,subprocess.run,TEST_CONTEXT,"[sys.executable, '-O', '-m', 'unittest', 'test_scope_change.DefectVersusAddedWorkTests']",shells out; what runs inside is not visible to this screen
uiowa_rfq_18649_scope_change,uiowa_rfq_18649_scope_change/test_scope_change.py,636,DESTRUCTIVE,os.unlink,TEST_CONTEXT,path,in a test module; 'path' has an assignment that could not be traced
uiowa_rfq_18649_traceability,uiowa_rfq_18649_traceability/audit_self_sealing.py,72,OPAQUE_SUBPROCESS,subprocess.run,UNDETERMINED,"[sys.executable, '-m', 'unittest'] + mods",shells out; what runs inside is not visible to this screen
